db_id,jaar van uitgave,editie,display_title,nummer,uitgever,verkend,herzien,bewerkt,uitgave,bijgewerkt,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,editie,waterstaatskaart,bijkaart_we,bijkaart_hw,exemplaren,urls,plaatskenmerk,ocn,fysieke kenmerken,notities,stempels,provenance,url,
229,[1920],2,12 - ASSEN 2,12,Top. Inrichting,,1920,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/12 Assen-2.jpg,-,,,,,,,
37,[1886],1,12 - ASSEN 3,12,Top. Inrichting,1885,,1886,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/12 Assen-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7300916 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//47/97/67/47976788514090984343901741060878230629.jpg/mode/1up,
230,[1920],2,12 - ASSEN 3,12,Top. Inrichting,,1917,1920,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/12 Assen-3.jpg,-,,,,,,,
38,[1886],1,12 - ASSEN 4,12,Top. Inrichting,1885,,1886,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/12 Assen-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7300917 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//11/07/62/110762630903130733103846224090857499998.jpg/mode/1up,
231,[1921],2,12 - ASSEN 4,12,Top. Inrichting,,1921,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/12 Assen-4.jpg,-,,,,,,,
393,[1944],3,12 - ASSEN OOST,12,,,1943-1944,,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/12 Assen-Oost.jpg,-,,,,,,,
502,[1957],4,12 - ASSEN OOST,12,,,1956-1957,,,,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding","J.J. Groen & Zn. N.V., Leiden",4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/12 Assen-Oost.jpg,-,,,,,,,
740,1980,5,12 - ASSEN OOST,12,directie Waterhuishouding en Waterbeweging,,1978,,1980,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/12 Assen-Oost-1.jpg,-,,,,,,,
741,1980,5,12 - ASSEN OOST - bijkrt.h.w.,12,directie Waterhuishouding en Waterbeweging,,,,1980,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/12 Assen-Oost-2.jpg,-,,,,,,,
742,1980,5,12 - ASSEN OOST - bijkrt.w.e.,12,directie Waterhuishouding en Waterbeweging,,,,1980,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/12 Assen-Oost-3.jpg,-,,,,,,,
392,[1942],3,12 - ASSEN WEST,12,,,1942,,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/12 Assen-West.jpg,-,,,,,,,
501,[1956],4,12 - ASSEN WEST,12,,,1955-1956,,,,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding","J.J. Groen & Zn. N.V., Leiden",4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/12 Assen-West.jpg,-,,,,,,,
737,1977,5,12 - ASSEN WEST,12,directie Waterhuishouding en Waterbeweging,,1975,,1977,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/12 Assen-West-1.jpg,-,,,,,,,
738,1977,5,12 - ASSEN WEST - bijkrt.h.w.,12,directie Waterhuishouding en Waterbeweging,,,,1977,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/12 Assen-West-2.jpg,-,,,,,,,
739,1977,5,12 - ASSEN WEST - bijkrt.w.e.,12,directie Waterhuishouding en Waterbeweging,,,,1977,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/12 Assen-West-3.jpg,-,,,,,,,
394,[1953],3,13 - BOERTANGE,13,,,1950,,,1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/13 Boertange.jpg,-,,,,,,,
503,1968,4,13 - BOERTANGE,13,,,1966,,1968,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/13 Boertange.jpg,-,,,,,,,
233,[1923],2,13 - BOERTANGE 2,13,Top. Inrichting,,1923,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/13 Bourtange-2.jpg,-,,,,,,,
39,[1887],1,13 - BOURTANGE 1,13,Top. Inrichting,1886,,1887,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/13 Bourtange-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7300918 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//14/07/80/140780005559482001557796301096013003263.jpg/mode/1up,
232,[1922],2,13 - BOURTANGE 1,13,Top. Inrichting,,1922,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/13 Bourtange-1.jpg,-,,,,,,,
40,[1887],1,13 - BOURTANGE 2,13,Top. Inrichting,1886,,1887,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/13 Bourtange-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7300919 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//22/60/00/22600047977817946758630311730894698416.jpg/mode/1up,
743,1980,5,13 - WINSCHOTEN,13,directie Waterhuishouding en Waterbeweging,,1978,,1980,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/13 Winschoten-1.jpg,-,,,,,,,
744,1980,5,13 - WINSCHOTEN - bijkrt.h.w.,13,directie Waterhuishouding en Waterbeweging,,,,1980,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/13 Winschoten-2.jpg,-,,,,,,,
745,1980,5,13 - WINSCHOTEN - bijkrt.w.e.,13,directie Waterhuishouding en Waterbeweging,,,,1980,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/13 Winschoten-3.jpg,-,,,,,,,
41,[1867],1,14 - MEDEMBLIK 1,14,Min. v. Oorl. Top. Bur.,,,1867,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/14 Medemblik-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7300920 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//77/28/26/7728268101861013459459568629846244471.jpg/mode/1up,
184,[1903],1BIS,14 - MEDEMBLIK 1,14,Top. Inrichting,,1901,1903,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_1bis/14 Medemblik-1.jpg,,,,,,,,
234,[1925],2,14 - MEDEMBLIK 1,14,Top. Inrichting,,1925,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/14 Medemblik-1.jpg,-,,,,,,,
42,[1867],1,14 - MEDEMBLIK 2,14,Min. v. Oorl. Top. Bur.,,,1867,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/14 Medemblik-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301201 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//10/64/94/106494563728772121457299942403742076976.jpg/mode/1up,
185,[1903],1BIS,14 - MEDEMBLIK 2,14,Top. Inrichting,,1901,1903,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_1bis/14 Medemblik-2.jpg,,,,,,,,
235,[1925],2,14 - MEDEMBLIK 2,14,Top. Inrichting,,1925,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/14 Medemblik-2.jpg,-,,,,,,,
43,[1867],1,14 - MEDEMBLIK 3,14,Min. v. Oorl. Top. Bur.,,,1867,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/14 Medemblik-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301202 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//52/33/17/52331725201517206014722086098648815950.jpg/mode/1up,
186,[1901],1BIS,14 - MEDEMBLIK 3,14,Top. Inrichting,,1900,1901,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_1bis/14 Medemblik-3.jpg,,,,,,,,
236,[1925],2,14 - MEDEMBLIK 3,14,Top. Inrichting,,1925,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/14 Medemblik-3.jpg,-,,,,,,,
44,[1867],1,14 - MEDEMBLIK 4,14,Min. v. Oorl. Top. Bur.,,,1867,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/14 Medemblik-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301203 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//13/90/22/139022584697626414671155045974934353293.jpg/mode/1up,
187,[1905],1BIS,14 - MEDEMBLIK 4,14,Top. Inrichting,,1904,1905,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_1bis/14 Medemblik-4.jpg,,,,,,,,
237,[1923],2,14 - MEDEMBLIK 4,14,Top. Inrichting,,1923,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/14 Medemblik-4.jpg,-,,,,,,,
396,[1946],3,14 - MEDEMBLIK OOST,14,,,1942,,,1946,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/14 Medemblik-Oost.jpg,-,,,,,,,
505,1969,4,14 - MEDEMBLIK OOST,14,,,1968,,1969,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/14 Medemblik-Oost.jpg,-,,,,,,,
749,1984,5,14 - MEDEMBLIK OOST,14,"meetkundige dienst, delft",,,,1984,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/14 Medemblik-Oost-1.jpg,-,,,,,,,
750,1984,5,14 - MEDEMBLIK OOST - bijkrt.h.w.,14,"meetkundige dienst, delft",,,,1984,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/14 Medemblik-Oost-2.jpg,-,,,,,,,
751,1984,5,14 - MEDEMBLIK OOST - bijkrt.w.e.,14,"meetkundige dienst, delft",,,,1984,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/14 Medemblik-Oost-3.jpg,-,,,,,,,
395,[1951],3,14 - MEDEMBLIK WEST,14,,,1949,,,1951,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/14 Medemblik-West.jpg,-,,,,,,,
504,1970,4,14 - MEDEMBLIK WEST,14,,,1969,,1970,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/14 Medemblik-West.jpg,-,,,,,,,
746,1985,5,14 - MEDEMBLIK WEST,14,"meetkundige dienst, delft",,,,1985,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/14 Medemblik-West-1.jpg,-,,,,,,,
747,1984,5,14 - MEDEMBLIK WEST - bijkrt.h.w.,14,"meetkundige dienst, delft",,,,1984,,1982,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/14 Medemblik-West-2.jpg,-,,,,,,,
748,1984,5,14 - MEDEMBLIK WEST - bijkrt.w.e.,14,"meetkundige dienst, delft",,,,1984,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/14 Medemblik-West-3.jpg,-,,,,,,,
397,[1952],3,15 - LEMMER,15,,,1952,,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/15 Lemmer.jpg,-,,,,,,,
507,1970,4,15 - STAVEREN OOST,15,,,1969,,1970,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/15 Staveren-Oost.jpg,-,,,,,,,
506,1967,4,15 - STAVEREN WEST,15,,,1967,,1967,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/15 Staveren-West.jpg,-,,,,,,,
752,1973,5,15 - STAVEREN WEST,15,directie Waterhuishouding en Waterbeweging,,1972,,1973,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/15 Staveren-West-1.jpg,-,,,,,,,
753,1973,5,15 - STAVEREN WEST - bijkrt.h.w.,15,directie Waterhuishouding en Waterbeweging,,,,1973,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/15 Staveren-West-2.jpg,-,,,,,,,
754,1973,5,15 - STAVEREN WEST - bijkrt.w.e.,15,directie Waterhuishouding en Waterbeweging,,,,1973,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/15 Staveren-West-3.jpg,-,,,,,,,
45,[1873],1,15 - STAVOREN 1,15,Top. Bur.,,,1873,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/15 Stavoren-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301204 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//32/61/56/32615623168259001883732390342565959520.jpg/mode/1up,
238,[1923],2,15 - STAVOREN 1,15,Top. Inrichting,,1923,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/15 Stavoren-1.jpg,-,,,,,,,
46,[1873],1,15 - STAVOREN 2,15,Top. Bur.,,,1873,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/15 Stavoren-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301205 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//77/91/72/77917267551335434129346846853975712613.jpg/mode/1up,
239,[1923],2,15 - STAVOREN 2,15,Top. Inrichting,,1923,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/15 Stavoren-2.jpg,-,,,,,,,
47,[1867],1,15 - STAVOREN 3,15,Min. v. Oorl. Top. Bur.,,,1867,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/15 Stavoren-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301206 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//67/72/36/67723698907513228790550309039315420860.jpg/mode/1up,
188,[1905],1BIS,15 - STAVOREN 3,15,Top. Inrichting,,1904,1905,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_1bis/15 Stavoren-3.jpg,,,,,,,,
240,[1923],2,15 - STAVOREN 3,15,Top. Inrichting,,1923,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/15 Stavoren-3.jpg,-,,,,,,,
405,[1944],3,15-20 - ENKHUIZEN,15-20,,,1944,,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/15-20 Enkhuizen.jpg,-,,,,,,,
48,[1877],1,16 - STEENWIJK 1,16,Top. Inrigting,1875,,1877,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/16 Steenwijk-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301207 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//37/12/28/37122815171897233397337439053535381656.jpg/mode/1up,
241,[1926],2,16 - STEENWIJK 1,16,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/16 Steenwijk-1.jpg,-,,,,,,,
49,[1877],1,16 - STEENWIJK 2,16,Top. Inrigting,1875,,1877,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/16 Steenwijk-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301208 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//13/83/32/13833218903482055775871315901598655221.jpg/mode/1up,
242,[1926],2,16 - STEENWIJK 2,16,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/16 Steenwijk-2.jpg,-,,,,,,,
50,[1883],1,16 - STEENWIJK 3,16,Top. Inrigting,1881,,1883,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/16 Steenwijk-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301209 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//19/35/61/19356199750845790486858991953995442314.jpg/mode/1up,
243,[1926],2,16 - STEENWIJK 3,16,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/16 Steenwijk-3.jpg,-,,,,,,,
51,[1883],1,16 - STEENWIJK 4,16,Top. Inrigting,1881,,1883,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/16 Steenwijk-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7300907 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//16/28/25/162825011081841923454964461895074796492.jpg/mode/1up,
244,[1926],2,16 - STEENWIJK 4,16,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/16 Steenwijk-4.jpg,-,,,,,,,
399,[1953],3,16 - STEENWIJK OOST,16,,,1952-1953,,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/16 Steenwijk-Oost.jpg,-,,,,,,,
