Id ,serie_editie     ,serie ,serietekst                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,nr   ,titel                                                                                                                                                                                                                                                                                                                                                                                ,auteurs                                                                                                                                                                                 ,editie                               ,jaar metingen           ,jaar van uitgave,linksonder                                                ,rechtsonder          ,uitgever                                                 ,Drukker                                                 ,schaal         ,Stempel TIArchief                 ,StempelTIKaartenarchief                 ,StempelBiblPontonniers               ,StempelKVGIVU                                              ,StempelKaartenzaal                                  ,Stempel                    ,opmerkingen                                                                                                                                                                            ,Fyskenm                                        ,provenance,aanwezig in ub,image                                                                                                                       ,Opmerkingen PV
271,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,15   ,Geijsteren                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,Derde uitgave                        ,                        ,"1953,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/15 Geijsteren (derde uitgave). 1953.jpg                                                           ,
308,EERSTE DRUK      ,3     ,"Kaart van de rivier de Ijssel van Westervoort tot Kampen : in twintig bladen benevens twee supplementaire bladen / vervaardigd op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den fungerenden Hoofd-Ingenieur en van den Ingenieur bij de Algemeene Dienst van den Waterstaat L.J.A. van der Kun en R. Musquetier. – Schaal 1:10.000. - [Delft : Algemeene Dienst van den Waterstaat, 1840-1846] ([Delft] : Topographisch Bureau, Ministerie van Oorlog). – 1 serie in 27 bladen : lithografie ; diverse formaten."                                                                                       ,18   ,Genemuiden                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,                                     ,"1845, 1847"            ,"1847,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_3/18 Genemuiden. 1844.jpg                                                                                 ,
31 ,EERSTE HERZIENING,3     ,"IJssel en Zwarte Water / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische Inrichting, 1877-1909]. – 1 kaartserie in 20 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                      ,2    ,Genne                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                        ,                                     ,                        ,"1906,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_3/02a Genne. 1906.jpg                                                                               ,
309,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,18   ,Gennep                                                                                                                                                                                                                                                                                                                                                                               ,                                                                                                                                                                                        ,Derde uitgave                        ,                        ,"1952,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/18 Gennep (derde uitgave). 1952.jpg                                                               ,
274,EERSTE HERZIENING,4 EN 5,"Maas / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische inrichting, 1873-1903]. – 1 serie in 33 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,15   ,Geysteren                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,                                     ,                        ,"1901,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,-                                                                                                                           ,
230,EERSTE DRUK      ,1     ,"Kaart van de rivieren de Boven Rijn, de Waal, de Merwede, de Oude en een gedeelte van de Nieuwe Maas van Lobith tot Brielle : in twintig bladen benevens twee supplementaire bladen voor de Dordtsche Kil / vervaardigd op last van zijne excellentie den Minister van Binnenlandse Zaken, onder directie van den Hoofd-Ingenieur bij de Algemeene Dienst van den Waterstaat B.H. Goudriaan. – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1830-1835. ([Delft] : het Bureau en de drukkerij van de Directie der Militaire Verkenningen). -  1 kaartserie, in 27 bladen : lithografie ; diverse formaten."                    ,13   ,Giesendam                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,                                     ,1833                    ,"1833,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Directie der Militaire Verkenningen)           ,Schaal 1:10.000,Topographische Inrichting Archief ,Topographische Inrichting Kaartenarchief,Bibliotheek van het Korps Pontonniers,                                                           ,                                                    ,                           ,Op linnen                                                                                                                                                                              ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_1/13 Giesendam_1833.jpg                                                                                   ,
179,EERSTE DRUK      ,5     ,"Kaart van de rivieren de Oude en Nieuwe Merwede en de killen in het Bergsche Veld : in negen bladen / op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den Hoofd-Inspecteur van den Waterstaat L.J.A. van der Kun ; opgemeten en vervaardigd door de landmeters bij de Algemeene dienst van den Waterstaat E. Olivier Dz. En F.F.J. Machen. – 1:10.000. - [Delft : Algemeene Dienst van den Waterstaat, 1857-1858 ([Delft] : Topographisch Bureau en Drukkerij van het Departement van Oorlog). – 1 serie in 910 bladen, in kleur : lithografie; diverse formaten."                                         ,9    ,Giessendam                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,                                     ,1857                    ,"1857,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,Topographische Inrichting Kaartenarchief,                                     ,                                                           ,                                                    ,                           ,LB in potlood: 1049c                                                                                                                                                                   ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_5/09 Giessendam. 1857.jpg                                                                                 ,
248,EERSTE HERZIENING,1     ,"Herziene kaart van de rivieren Boven Rijn, Waal, Merwede, Noord, Dordsche Kil, Oude Maas, Spui en Nieuwe Maas / [Rijkswaterstaat]. - Schaal 1:10.000. – [Eerste herziening]. -  ['s-Gravenhage : Topografische Inrichting, 1873-1914]. - 1 serie in 29 bladen : lithografie ; diverse formaten"                                                                                                                                                                                                                                                                                                                                                    ,14   ,Giessendam                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,                                     ,                        ,"1877,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_1/14 Giessendam. 1877.jpg                                                                           ,
417,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,45   ,Goedereede                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,eerste uitgave                       ,                        ,"1960,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/45 Goedereede (eerste uitgave). 1960.jpg                                                          ,
214,EERSTE DRUK      ,1     ,"Kaart van de rivieren de Boven Rijn, de Waal, de Merwede, de Oude en een gedeelte van de Nieuwe Maas van Lobith tot Brielle : in twintig bladen benevens twee supplementaire bladen voor de Dordtsche Kil / vervaardigd op last van zijne excellentie den Minister van Binnenlandse Zaken, onder directie van den Hoofd-Ingenieur bij de Algemeene Dienst van den Waterstaat B.H. Goudriaan. – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1830-1835. ([Delft] : het Bureau en de drukkerij van de Directie der Militaire Verkenningen). -  1 kaartserie, in 27 bladen : lithografie ; diverse formaten."                    ,12   ,Gorinchem                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,                                     ,1833                    ,"1833,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Directie der Militaire Verkenningen)           ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,"KZ: etiket  ""Noordelijk Waterstaats Arrondissement  van Overijssel"""                                                                                                                ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_1/12 Gorinchem_1833.jpg                                                                                   ,
215,EERSTE HERZIENING,1     ,"Herziene kaart van de rivieren Boven Rijn, Waal, Merwede, Noord, Dordsche Kil, Oude Maas, Spui en Nieuwe Maas / [Rijkswaterstaat]. - Schaal 1:10.000. – [Eerste herziening]. -  ['s-Gravenhage : Topografische Inrichting, 1873-1914]. - 1 serie in 29 bladen : lithografie ; diverse formaten"                                                                                                                                                                                                                                                                                                                                                    ,12   ,Gorinchem                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,                                     ,                        ,"1876,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_1/12 Gorinchem. 1884.jpg                                                                            ,
408,EERSTE HERZIENING,4 EN 5,"Maas / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische inrichting, 1873-1903]. – 1 serie in 33 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,36   ,Gorinchem                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,                                     ,                        ,"1874,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_4_en_5/36 Gorinchem. 1884.jpg                                                                       ,
216,TWEEDE HERZIENING,1     ,"Bovenrijn, Waal, Boven-en Beneden Merwede, Dordsche Kil, Oude Maas, Noord, Brielsche Nieuwe Maas / [Rijkswaterstaat]. – Schaal 1:10.000. – [Tweede herziening]. - [’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst, 1914-1961]. – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                  ,12   ,Gorinchem                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,                                     ,                        ,"1924,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_1/12 Gorinchem. 1924.jpg                                                                            ,
217,TWEEDE HERZIENING,1     ,"Bovenrijn, Waal, Boven-en Beneden Merwede, Dordsche Kil, Oude Maas, Noord, Brielsche Nieuwe Maas / [Rijkswaterstaat]. – Schaal 1:10.000. – [Tweede herziening]. - [’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst, 1914-1961]. – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                  ,12   ,Gorinchem                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,Vijfde uitgave                       ,                        ,"1959,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_1/12 Gorinchem (vijfde uitgave). 1959.jpg                                                           ,
450,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,29B  ,Gorinchem                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,vijfde uitgave                       ,                        ,"1959,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/29b Gorinchem (vijfde uitgave). 1959.jpg                                                          ,
119,TWEEDE HERZIENING,4     ,"IJssel, Ganzendiep en Goot, Zwarte Water / [Rijkswaterstaat]. - [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1927-1933]. (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                          ,6    ,"Gorsel, Noord"                                                                                                                                                                                                                                                                                                                                                                      ,                                                                                                                                                                                        ,                                     ,                        ,"1927,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft  : Top. Inr.)                                    ,Schaal 1:10.000,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,Ja            ,tweede_herziening/Serie_4/06 Gorsel (noord). 1925.jpg                                                                       ,
120,TWEEDE HERZIENING,4     ,"IJssel, Ganzendiep en Goot, Zwarte Water / [Rijkswaterstaat]. - [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1927-1933]. (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                          ,6    ,"Gorsel, Zuid"                                                                                                                                                                                                                                                                                                                                                                       ,                                                                                                                                                                                        ,                                     ,                        ,"1927,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_4/06 Gorsel (zuid). 1925.jpg                                                                        ,
139,EERSTE DRUK      ,3     ,"Kaart van de rivier de Ijssel van Westervoort tot Kampen : in twintig bladen benevens twee supplementaire bladen / vervaardigd op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den fungerenden Hoofd-Ingenieur en van den Ingenieur bij de Algemeene Dienst van den Waterstaat L.J.A. van der Kun en R. Musquetier. – Schaal 1:10.000. - [Delft : Algemeene Dienst van den Waterstaat, 1840-1846] ([Delft] : Topographisch Bureau, Ministerie van Oorlog). – 1 serie in 27 bladen : lithografie ; diverse formaten."                                                                                       ,7    ,Gorssel                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                        ,                                     ,"1841, 1843"            ,"1843,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft : Departement van Oorlog, Topographisch Bureau)",Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_3/07 Gorssel. 1841-1843.jpg                                                                               ,
115,EERSTE HERZIENING,3     ,"IJssel en Zwarte Water / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische Inrichting, 1877-1909]. – 1 kaartserie in 20 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                      ,6    ,Gorssel                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                        ,                                     ,                        ,"1889,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_3/06 Gorssel. 1889.jpg                                                                              ,
121,TWEEDE HERZIENING,4     ,"IJssel, Ganzendiep en Goot, Zwarte Water / [Rijkswaterstaat]. - [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1927-1933]. (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                          ,6    ,Gorssel                                                                                                                                                                                                                                                                                                                                                                              ,Kartering Rijkswaterstaat – Meetkundige Dienst Delft                                                                                                                                    ,                                     ,1958                    ,"1960,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksstaatsdrukkerij en Uitgeverijbedrijf,(Delft  : Topographische inrichting)                    ,Schaal 1:10.000,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,Ja            ,tweede_herziening/Serie_4/06 Gorssel (vierde uitgave). 1960.jpg                                                             ,
16 ,EERSTE DRUK      ,6     ,"Kaart van de rivier de Hollandsche Ijssel van Gouda tot IJsselmonde : in drie bladen / op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den Hoofd-Inspecteur van den Waterstaat L.J.A. van der Kun ; opgemeten en vervaardigd door de landmeters bij de Algemeene dienst van den Waterstaat E. Olivier Dz. En J. Leijds. - [Delft : Algemeene Dienst van den Waterstaat, 1859-1860] (Delft : Topographisch Bureau en Drukkerij van het Departement van Oorlog). – 1 kaartserie in 3 bladen, in kleur : lithografie ; diverse formaten."                                                                     ,1    ,Gouda                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                        ,                                     ,1859-1860               ,"1860,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,In kleur                                                                                                                                                                               ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_6/01 Gouda. 1860.jpg                                                                                      ,
